mod_pres,week,col,val,pct_students
CCC_2014B,25.0,gender,M,0.46029919447640966
CCC_2014B,26.0,gender,F,0.5770750988142292
CCC_2014B,26.0,gender,M,0.4627039627039627
CCC_2014B,27.0,gender,F,0.632
CCC_2014B,27.0,gender,M,0.543859649122807
CCC_2014B,28.0,gender,F,0.672
CCC_2014B,28.0,gender,M,0.6439482961222092
CCC_2014B,29.0,gender,F,0.7258064516129032
CCC_2014B,29.0,gender,M,0.641755634638197
CCC_2014B,30.0,gender,F,0.6122448979591837
CCC_2014B,30.0,gender,M,0.49580838323353293
CCC_2014B,31.0,gender,F,0.5860655737704918
CCC_2014B,31.0,gender,M,0.4556500607533414
CCC_2014B,32.0,gender,F,0.7510373443983402
CCC_2014B,32.0,gender,M,0.6489493201483313
CCC_2014B,33.0,gender,F,0.4602510460251046
CCC_2014B,33.0,gender,M,0.40801001251564456
CCC_2014B,34.0,gender,F,0.3263598326359833
CCC_2014B,34.0,gender,M,0.27909887359199
CCC_2014B,0.0,disability,N,0.8428381962864722
CCC_2014B,0.0,disability,Y,0.8405797101449275
CCC_2014B,1.0,disability,N,0.8355614973262032
CCC_2014B,1.0,disability,Y,0.7941176470588235
CCC_2014B,2.0,disability,N,0.9184372858122002
CCC_2014B,2.0,disability,Y,0.9323308270676691
CCC_2014B,3.0,disability,N,0.7830388692579505
CCC_2014B,3.0,disability,Y,0.7230769230769231
CCC_2014B,4.0,disability,N,0.8592162554426706
CCC_2014B,4.0,disability,Y,0.8114754098360656
CCC_2014B,5.0,disability,N,0.7396849212303076
CCC_2014B,5.0,disability,Y,0.680672268907563
CCC_2014B,6.0,disability,N,0.6756134969325154
CCC_2014B,6.0,disability,Y,0.6371681415929203
CCC_2014B,7.0,disability,N,0.6648308418568056
CCC_2014B,7.0,disability,Y,0.6548672566371682
CCC_2014B,8.0,disability,N,0.6714628297362111
CCC_2014B,8.0,disability,Y,0.7027027027027027
CCC_2014B,9.0,disability,N,0.7958030669895076
CCC_2014B,9.0,disability,Y,0.7476635514018691
CCC_2014B,10.0,disability,N,0.5644628099173554
CCC_2014B,10.0,disability,Y,0.5233644859813084
CCC_2014B,11.0,disability,N,0.5579649708090075
CCC_2014B,11.0,disability,Y,0.5327102803738317
CCC_2014B,12.0,disability,N,0.5956375838926175
CCC_2014B,12.0,disability,Y,0.5514018691588785
CCC_2014B,13.0,disability,N,0.638676844783715
CCC_2014B,13.0,disability,Y,0.5700934579439252
CCC_2014B,14.0,disability,N,0.7491467576791809
CCC_2014B,14.0,disability,Y,0.6635514018691588
CCC_2014B,15.0,disability,N,0.6107732406602954
CCC_2014B,15.0,disability,Y,0.6274509803921569
CCC_2014B,16.0,disability,N,0.5803886925795053
CCC_2014B,16.0,disability,Y,0.594059405940594
CCC_2014B,17.0,disability,N,0.5746201966041108
CCC_2014B,17.0,disability,Y,0.59
CCC_2014B,18.0,disability,N,0.6187895212285456
CCC_2014B,18.0,disability,Y,0.5918367346938775
CCC_2014B,19.0,disability,N,0.7419945105215004
CCC_2014B,19.0,disability,Y,0.7010309278350515
CCC_2014B,20.0,disability,N,0.5985198889916744
CCC_2014B,20.0,disability,Y,0.6082474226804123
CCC_2014B,21.0,disability,N,0.6610486891385767
CCC_2014B,21.0,disability,Y,0.65625
CCC_2014B,22.0,disability,N,0.5672348484848485
CCC_2014B,22.0,disability,Y,0.6382978723404256
CCC_2014B,23.0,disability,N,0.5057142857142857
CCC_2014B,23.0,disability,Y,0.5591397849462365
CCC_2014B,24.0,disability,N,0.4812680115273775
CCC_2014B,24.0,disability,Y,0.5333333333333333
CCC_2014B,25.0,disability,N,0.47540983606557374
CCC_2014B,25.0,disability,Y,0.45454545454545453
CCC_2014B,26.0,disability,N,0.4917073170731707
CCC_2014B,26.0,disability,Y,0.45348837209302323
CCC_2014B,27.0,disability,N,0.5686274509803921
CCC_2014B,27.0,disability,Y,0.5058823529411764
CCC_2014B,28.0,disability,N,0.655850540806293
CCC_2014B,28.0,disability,Y,0.5833333333333334
CCC_2014B,29.0,disability,N,0.6587301587301587
CCC_2014B,29.0,disability,Y,0.6867469879518072
CCC_2014B,30.0,disability,N,0.5180360721442886
CCC_2014B,30.0,disability,Y,0.573170731707317
CCC_2014B,31.0,disability,N,0.4873096446700508
CCC_2014B,31.0,disability,Y,0.4634146341463415
CCC_2014B,32.0,disability,N,0.672858617131063
CCC_2014B,32.0,disability,Y,0.6666666666666666
CCC_2014B,33.0,disability,N,0.4158829676071055
CCC_2014B,33.0,disability,Y,0.4691358024691358
CCC_2014B,34.0,disability,N,0.28108672936259144
CCC_2014B,34.0,disability,Y,0.3950617283950617
CCC_2014B,0.0,age_band,0-35,0.8312342569269522
CCC_2014B,0.0,age_band,35-55,0.8733031674208145
CCC_2014B,0.0,age_band,55<=,0.8461538461538461
CCC_2014B,1.0,age_band,0-35,0.8169491525423729
CCC_2014B,1.0,age_band,35-55,0.8678815489749431
CCC_2014B,1.0,age_band,55<=,1.0
CCC_2014B,2.0,age_band,0-35,0.9103568320278503
CCC_2014B,2.0,age_band,35-55,0.9465116279069767
CCC_2014B,2.0,age_band,55<=,0.8461538461538461
CCC_2014B,3.0,age_band,0-35,0.7553763440860215
CCC_2014B,3.0,age_band,35-55,0.8393285371702638
CCC_2014B,3.0,age_band,55<=,0.75
CCC_2014B,4.0,age_band,0-35,0.8413284132841329
CCC_2014B,4.0,age_band,35-55,0.8886138613861386
CCC_2014B,4.0,age_band,55<=,1.0
CCC_2014B,5.0,age_band,0-35,0.720152817574021
CCC_2014B,5.0,age_band,35-55,0.7709923664122137
CCC_2014B,5.0,age_band,55<=,0.8333333333333334
CCC_2014B,6.0,age_band,0-35,0.6408243375858685
CCC_2014B,6.0,age_band,35-55,0.7564766839378239
CCC_2014B,6.0,age_band,55<=,0.6666666666666666
CCC_2014B,7.0,age_band,0-35,0.6359077231695085
CCC_2014B,7.0,age_band,35-55,0.7367021276595744
CCC_2014B,7.0,age_band,55<=,0.7272727272727273
CCC_2014B,8.0,age_band,0-35,0.6449643947100712
CCC_2014B,8.0,age_band,35-55,0.75
CCC_2014B,8.0,age_band,55<=,0.7272727272727273
CCC_2014B,9.0,age_band,0-35,0.760577915376677
CCC_2014B,9.0,age_band,35-55,0.8743169398907104
CCC_2014B,9.0,age_band,55<=,0.8181818181818182
CCC_2014B,10.0,age_band,0-35,0.5253699788583509
CCC_2014B,10.0,age_band,35-55,0.6555555555555556
CCC_2014B,10.0,age_band,55<=,0.5454545454545454
CCC_2014B,11.0,age_band,0-35,0.5159914712153518
CCC_2014B,11.0,age_band,35-55,0.6564245810055865
CCC_2014B,11.0,age_band,55<=,0.7
CCC_2014B,12.0,age_band,0-35,0.5568669527896996
CCC_2014B,12.0,age_band,35-55,0.680672268907563
CCC_2014B,12.0,age_band,55<=,0.7
CCC_2014B,13.0,age_band,0-35,0.5956521739130435
CCC_2014B,13.0,age_band,35-55,0.7247191011235955
CCC_2014B,13.0,age_band,55<=,0.8
CCC_2014B,14.0,age_band,0-35,0.7202185792349727
CCC_2014B,14.0,age_band,35-55,0.7966101694915254
CCC_2014B,14.0,age_band,55<=,0.8
CCC_2014B,15.0,age_band,0-35,0.5595105672969967
CCC_2014B,15.0,age_band,35-55,0.7441860465116279
CCC_2014B,15.0,age_band,55<=,0.8
CCC_2014B,16.0,age_band,0-35,0.5441176470588235
CCC_2014B,16.0,age_band,35-55,0.6843657817109144
CCC_2014B,16.0,age_band,55<=,0.4
CCC_2014B,17.0,age_band,0-35,0.5382857142857143
CCC_2014B,17.0,age_band,35-55,0.6706586826347305
CCC_2014B,17.0,age_band,55<=,0.7
CCC_2014B,18.0,age_band,0-35,0.5833333333333334
CCC_2014B,18.0,age_band,35-55,0.7069486404833837
CCC_2014B,18.0,age_band,55<=,0.5
CCC_2014B,19.0,age_band,0-35,0.717978848413631
CCC_2014B,19.0,age_band,35-55,0.7933130699088146
CCC_2014B,19.0,age_band,55<=,0.7
CCC_2014B,20.0,age_band,0-35,0.5604265402843602
CCC_2014B,20.0,age_band,35-55,0.6944444444444444
CCC_2014B,20.0,age_band,55<=,0.8
CCC_2014B,21.0,age_band,0-35,0.6422569027611045
CCC_2014B,21.0,age_band,35-55,0.7102803738317757
CCC_2014B,21.0,age_band,55<=,0.6
CCC_2014B,22.0,age_band,0-35,0.535931790499391
CCC_2014B,22.0,age_band,35-55,0.6614420062695925
CCC_2014B,22.0,age_band,55<=,0.8
CCC_2014B,23.0,age_band,0-35,0.46691176470588236
CCC_2014B,23.0,age_band,35-55,0.6246056782334385
CCC_2014B,23.0,age_band,55<=,0.4
CCC_2014B,24.0,age_band,0-35,0.4400494437577256
CCC_2014B,24.0,age_band,35-55,0.6057692307692307
CCC_2014B,24.0,age_band,55<=,0.4
CCC_2014B,25.0,age_band,0-35,0.42661691542288555
CCC_2014B,25.0,age_band,35-55,0.5916398713826366
CCC_2014B,25.0,age_band,55<=,0.6
CCC_2014B,26.0,age_band,0-35,0.4552332912988651
CCC_2014B,26.0,age_band,35-55,0.5746753246753247
CCC_2014B,26.0,age_band,55<=,0.5
CCC_2014B,27.0,age_band,0-35,0.5329949238578681
CCC_2014B,27.0,age_band,35-55,0.6384364820846905
CCC_2014B,27.0,age_band,55<=,0.7
CCC_2014B,28.0,age_band,0-35,0.6198979591836735
CCC_2014B,28.0,age_band,35-55,0.7231270358306189
CCC_2014B,28.0,age_band,55<=,0.8
CCC_2014B,29.0,age_band,0-35,0.6335483870967742
CCC_2014B,29.0,age_band,35-55,0.7254901960784313
CCC_2014B,29.0,age_band,55<=,0.8
CCC_2014B,30.0,age_band,0-35,0.48370273794002605
CCC_2014B,30.0,age_band,35-55,0.6105610561056105
CCC_2014B,30.0,age_band,55<=,0.8
CCC_2014B,31.0,age_band,0-35,0.4551451187335092
CCC_2014B,31.0,age_band,35-55,0.5618729096989966
CCC_2014B,31.0,age_band,55<=,0.5
CCC_2014B,32.0,age_band,0-35,0.6483957219251337
CCC_2014B,32.0,age_band,35-55,0.7294520547945206
CCC_2014B,32.0,age_band,55<=,0.8
CCC_2014B,33.0,age_band,0-35,0.3699186991869919
CCC_2014B,33.0,age_band,35-55,0.5482758620689655
CCC_2014B,33.0,age_band,55<=,0.4
CCC_2014B,34.0,age_band,0-35,0.25609756097560976
CCC_2014B,34.0,age_band,35-55,0.38275862068965516
CCC_2014B,34.0,age_band,55<=,0.1
CCC_2014B,0.0,educ_band,0_lower_ALevel,0.8422131147540983
CCC_2014B,0.0,educ_band,1_ALevel,0.8405405405405405
CCC_2014B,0.0,educ_band,2_higher_ALevel,0.84688995215311
CCC_2014B,1.0,educ_band,0_lower_ALevel,0.8479166666666667
CCC_2014B,1.0,educ_band,1_ALevel,0.824966078697422
CCC_2014B,1.0,educ_band,2_higher_ALevel,0.8265060240963855
CCC_2014B,2.0,educ_band,0_lower_ALevel,0.8920086393088553
CCC_2014B,2.0,educ_band,1_ALevel,0.9388888888888889
CCC_2014B,2.0,educ_band,2_higher_ALevel,0.9168704156479217
CCC_2014B,3.0,educ_band,0_lower_ALevel,0.750561797752809
CCC_2014B,3.0,educ_band,1_ALevel,0.7917261055634808
CCC_2014B,3.0,educ_band,2_higher_ALevel,0.7844611528822055
CCC_2014B,4.0,educ_band,0_lower_ALevel,0.7976470588235294
CCC_2014B,4.0,educ_band,1_ALevel,0.8673469387755102
CCC_2014B,4.0,educ_band,2_higher_ALevel,0.897172236503856
CCC_2014B,5.0,educ_band,0_lower_ALevel,0.6834170854271356
CCC_2014B,5.0,educ_band,1_ALevel,0.7511177347242921
CCC_2014B,5.0,educ_band,2_higher_ALevel,0.7597911227154047
CCC_2014B,6.0,educ_band,0_lower_ALevel,0.640625
CCC_2014B,6.0,educ_band,1_ALevel,0.663594470046083
CCC_2014B,6.0,educ_band,2_higher_ALevel,0.7198952879581152
CCC_2014B,7.0,educ_band,0_lower_ALevel,0.6205962059620597
CCC_2014B,7.0,educ_band,1_ALevel,0.672386895475819
CCC_2014B,7.0,educ_band,2_higher_ALevel,0.6925133689839572
CCC_2014B,8.0,educ_band,0_lower_ALevel,0.6115702479338843
CCC_2014B,8.0,educ_band,1_ALevel,0.6830427892234548
CCC_2014B,8.0,educ_band,2_higher_ALevel,0.720108695652174
CCC_2014B,9.0,educ_band,0_lower_ALevel,0.723943661971831
CCC_2014B,9.0,educ_band,1_ALevel,0.8038277511961722
CCC_2014B,9.0,educ_band,2_higher_ALevel,0.8379120879120879
CCC_2014B,10.0,educ_band,0_lower_ALevel,0.4577259475218659
CCC_2014B,10.0,educ_band,1_ALevel,0.5896607431340872
CCC_2014B,10.0,educ_band,2_higher_ALevel,0.6112676056338028
CCC_2014B,11.0,educ_band,0_lower_ALevel,0.5058823529411764
CCC_2014B,11.0,educ_band,1_ALevel,0.5611745513866232
CCC_2014B,11.0,educ_band,2_higher_ALevel,0.5949008498583569
CCC_2014B,12.0,educ_band,0_lower_ALevel,0.5384615384615384
CCC_2014B,12.0,educ_band,1_ALevel,0.5875613747954174
CCC_2014B,12.0,educ_band,2_higher_ALevel,0.6514285714285715
CCC_2014B,13.0,educ_band,0_lower_ALevel,0.5658682634730539
CCC_2014B,13.0,educ_band,1_ALevel,0.6461794019933554
CCC_2014B,13.0,educ_band,2_higher_ALevel,0.6742857142857143
CCC_2014B,14.0,educ_band,0_lower_ALevel,0.6596385542168675
CCC_2014B,14.0,educ_band,1_ALevel,0.7529215358931552
CCC_2014B,14.0,educ_band,2_higher_ALevel,0.8017241379310345
CCC_2014B,15.0,educ_band,0_lower_ALevel,0.5420560747663551
CCC_2014B,15.0,educ_band,1_ALevel,0.6101694915254238
CCC_2014B,15.0,educ_band,2_higher_ALevel,0.6812865497076024
CCC_2014B,16.0,educ_band,0_lower_ALevel,0.5
CCC_2014B,16.0,educ_band,1_ALevel,0.6079447322970639
CCC_2014B,16.0,educ_band,2_higher_ALevel,0.6130952380952381
CCC_2014B,17.0,educ_band,0_lower_ALevel,0.5079872204472844
CCC_2014B,17.0,educ_band,1_ALevel,0.5729166666666666
CCC_2014B,17.0,educ_band,2_higher_ALevel,0.6454545454545455
CCC_2014B,18.0,educ_band,0_lower_ALevel,0.5454545454545454
CCC_2014B,18.0,educ_band,1_ALevel,0.6210526315789474
CCC_2014B,18.0,educ_band,2_higher_ALevel,0.6758409785932722
CCC_2014B,19.0,educ_band,0_lower_ALevel,0.652317880794702
CCC_2014B,19.0,educ_band,1_ALevel,0.7526690391459074
CCC_2014B,19.0,educ_band,2_higher_ALevel,0.7944785276073619
CCC_2014B,20.0,educ_band,0_lower_ALevel,0.53
CCC_2014B,20.0,educ_band,1_ALevel,0.6151079136690647
CCC_2014B,20.0,educ_band,2_higher_ALevel,0.6366459627329193
CCC_2014B,21.0,educ_band,0_lower_ALevel,0.5555555555555556
CCC_2014B,21.0,educ_band,1_ALevel,0.6678832116788321
CCC_2014B,21.0,educ_band,2_higher_ALevel,0.7460815047021944
CCC_2014B,22.0,educ_band,0_lower_ALevel,0.4831081081081081
CCC_2014B,22.0,educ_band,1_ALevel,0.5825602968460112
CCC_2014B,22.0,educ_band,2_higher_ALevel,0.6412698412698413
CCC_2014B,23.0,educ_band,0_lower_ALevel,0.40955631399317405
CCC_2014B,23.0,educ_band,1_ALevel,0.5364485981308411
CCC_2014B,23.0,educ_band,2_higher_ALevel,0.5587301587301587
CCC_2014B,24.0,educ_band,0_lower_ALevel,0.39792387543252594
CCC_2014B,24.0,educ_band,1_ALevel,0.49245283018867925
CCC_2014B,24.0,educ_band,2_higher_ALevel,0.5544871794871795
CCC_2014B,25.0,educ_band,0_lower_ALevel,0.375
CCC_2014B,25.0,educ_band,1_ALevel,0.49619771863117873
CCC_2014B,25.0,educ_band,2_higher_ALevel,0.5273311897106109
CCC_2014B,26.0,educ_band,0_lower_ALevel,0.375886524822695
CCC_2014B,26.0,educ_band,1_ALevel,0.5239923224568138
CCC_2014B,26.0,educ_band,2_higher_ALevel,0.5324675324675324
CCC_2014B,27.0,educ_band,0_lower_ALevel,0.4483985765124555
CCC_2014B,27.0,educ_band,1_ALevel,0.5664739884393064
CCC_2014B,27.0,educ_band,2_higher_ALevel,0.6655737704918033
CCC_2014B,28.0,educ_band,0_lower_ALevel,0.525
CCC_2014B,28.0,educ_band,1_ALevel,0.6608527131782945
CCC_2014B,28.0,educ_band,2_higher_ALevel,0.7475409836065574
CCC_2014B,29.0,educ_band,0_lower_ALevel,0.5181159420289855
CCC_2014B,29.0,educ_band,1_ALevel,0.6906614785992218
CCC_2014B,29.0,educ_band,2_higher_ALevel,0.7408637873754153
CCC_2014B,30.0,educ_band,0_lower_ALevel,0.43911439114391143
CCC_2014B,30.0,educ_band,1_ALevel,0.5352941176470588
CCC_2014B,30.0,educ_band,2_higher_ALevel,0.5752508361204013
CCC_2014B,31.0,educ_band,0_lower_ALevel,0.37969924812030076
CCC_2014B,31.0,educ_band,1_ALevel,0.499009900990099
CCC_2014B,31.0,educ_band,2_higher_ALevel,0.5574324324324325
CCC_2014B,32.0,educ_band,0_lower_ALevel,0.528957528957529
CCC_2014B,32.0,educ_band,1_ALevel,0.7071713147410359
CCC_2014B,32.0,educ_band,2_higher_ALevel,0.740484429065744
CCC_2014B,33.0,educ_band,0_lower_ALevel,0.3590733590733591
CCC_2014B,33.0,educ_band,1_ALevel,0.41379310344827586
CCC_2014B,33.0,educ_band,2_higher_ALevel,0.486013986013986
CCC_2014B,34.0,educ_band,0_lower_ALevel,0.24324324324324326
CCC_2014B,34.0,educ_band,1_ALevel,0.2738336713995943
CCC_2014B,34.0,educ_band,2_higher_ALevel,0.36013986013986016
CCC_2014B,0.0,is_repeating,0,0.8426488456865128
CCC_2014B,1.0,is_repeating,0,0.8321078431372549
CCC_2014B,2.0,is_repeating,0,0.9195979899497487
CCC_2014B,3.0,is_repeating,0,0.7779935275080906
CCC_2014B,4.0,is_repeating,0,0.8553333333333333
CCC_2014B,5.0,is_repeating,0,0.7348484848484849
CCC_2014B,6.0,is_repeating,0,0.6725476358503881
CCC_2014B,7.0,is_repeating,0,0.6640173410404624
CCC_2014B,8.0,is_repeating,0,0.6740088105726872
CCC_2014B,9.0,is_repeating,0,0.7919762258543833
CCC_2014B,10.0,is_repeating,0,0.5611237661351557
CCC_2014B,11.0,is_repeating,0,0.555895865237366
CCC_2014B,12.0,is_repeating,0,0.5919938414164743
CCC_2014B,13.0,is_repeating,0,0.6329704510108864
CCC_2014B,14.0,is_repeating,0,0.7419859265050821
CCC_2014B,15.0,is_repeating,0,0.6121308858739026
CCC_2014B,16.0,is_repeating,0,0.5815085158150851
CCC_2014B,17.0,is_repeating,0,0.5758818703855619
CCC_2014B,18.0,is_repeating,0,0.616597510373444
CCC_2014B,19.0,is_repeating,0,0.738655462184874
CCC_2014B,20.0,is_repeating,0,0.599320882852292
CCC_2014B,21.0,is_repeating,0,0.6606529209621993
CCC_2014B,22.0,is_repeating,0,0.5730434782608695
CCC_2014B,23.0,is_repeating,0,0.510061242344707
CCC_2014B,24.0,is_repeating,0,0.4854111405835544
CCC_2014B,25.0,is_repeating,0,0.4737777777777778
CCC_2014B,26.0,is_repeating,0,0.48874887488748875
CCC_2014B,27.0,is_repeating,0,0.5638009049773756
CCC_2014B,28.0,is_repeating,0,0.6503178928247049
CCC_2014B,29.0,is_repeating,0,0.6608615948670944
CCC_2014B,30.0,is_repeating,0,0.5222222222222223
CCC_2014B,31.0,is_repeating,0,0.4854732895970009
CCC_2014B,32.0,is_repeating,0,0.6723809523809524
CCC_2014B,33.0,is_repeating,0,0.42003853564547206
CCC_2014B,34.0,is_repeating,0,0.28998073217726394
CCC_2014B,0.0,credits_other_band,"[0, 1)",0.8737201365187713
CCC_2014B,0.0,credits_other_band,"[1, 60)",0.8398983481575604
CCC_2014B,1.0,credits_other_band,"[0, 1)",0.8498293515358362
CCC_2014B,1.0,credits_other_band,"[1, 60)",0.8397435897435898
CCC_2014B,2.0,credits_other_band,"[0, 1)",0.9283276450511946
CCC_2014B,2.0,credits_other_band,"[1, 60)",0.9103896103896104
CCC_2014B,3.0,credits_other_band,"[0, 1)",0.7762237762237763
CCC_2014B,3.0,credits_other_band,"[1, 60)",0.7879194630872484
CCC_2014B,4.0,credits_other_band,"[0, 1)",0.8754448398576512
CCC_2014B,4.0,credits_other_band,"[1, 60)",0.868421052631579
CCC_2014B,5.0,credits_other_band,"[0, 1)",0.7672727272727272
CCC_2014B,5.0,credits_other_band,"[1, 60)",0.7478510028653295
CCC_2014B,6.0,credits_other_band,"[0, 1)",0.6925925925925925
CCC_2014B,6.0,credits_other_band,"[1, 60)",0.6906158357771262
CCC_2014B,7.0,credits_other_band,"[0, 1)",0.6802973977695167
CCC_2014B,7.0,credits_other_band,"[1, 60)",0.686838124054463
CCC_2014B,8.0,credits_other_band,"[0, 1)",0.6891385767790262
CCC_2014B,8.0,credits_other_band,"[1, 60)",0.6898148148148148
CCC_2014B,9.0,credits_other_band,"[0, 1)",0.8473282442748091
CCC_2014B,9.0,credits_other_band,"[1, 60)",0.7916018662519441
CCC_2014B,10.0,credits_other_band,"[0, 1)",0.5826771653543307
CCC_2014B,10.0,credits_other_band,"[1, 60)",0.5562599049128367
CCC_2014B,11.0,credits_other_band,"[0, 1)",0.5691699604743083
CCC_2014B,11.0,credits_other_band,"[1, 60)",0.568
CCC_2014B,12.0,credits_other_band,"[0, 1)",0.626984126984127
CCC_2014B,12.0,credits_other_band,"[1, 60)",0.6161290322580645
CCC_2014B,13.0,credits_other_band,"[0, 1)",0.668
CCC_2014B,13.0,credits_other_band,"[1, 60)",0.6596091205211726
CCC_2014B,14.0,credits_other_band,"[0, 1)",0.7751004016064257
CCC_2014B,14.0,credits_other_band,"[1, 60)",0.7438423645320197
CCC_2014B,15.0,credits_other_band,"[0, 1)",0.6585365853658537
CCC_2014B,15.0,credits_other_band,"[1, 60)",0.6020066889632107
CCC_2014B,16.0,credits_other_band,"[0, 1)",0.5819672131147541
CCC_2014B,16.0,credits_other_band,"[1, 60)",0.5931623931623932
CCC_2014B,17.0,credits_other_band,"[0, 1)",0.6172839506172839
CCC_2014B,17.0,credits_other_band,"[1, 60)",0.5773195876288659
CCC_2014B,18.0,credits_other_band,"[0, 1)",0.6541666666666667
CCC_2014B,18.0,credits_other_band,"[1, 60)",0.6267361111111112
CCC_2014B,19.0,credits_other_band,"[0, 1)",0.7754237288135594
CCC_2014B,19.0,credits_other_band,"[1, 60)",0.7368421052631579
CCC_2014B,20.0,credits_other_band,"[0, 1)",0.6239316239316239
CCC_2014B,20.0,credits_other_band,"[1, 60)",0.594306049822064
CCC_2014B,21.0,credits_other_band,"[0, 1)",0.6623931623931624
CCC_2014B,21.0,credits_other_band,"[1, 60)",0.6648648648648648
CCC_2014B,22.0,credits_other_band,"[0, 1)",0.6077586206896551
CCC_2014B,22.0,credits_other_band,"[1, 60)",0.5502742230347349
CCC_2014B,23.0,credits_other_band,"[0, 1)",0.5775862068965517
CCC_2014B,23.0,credits_other_band,"[1, 60)",0.5119705340699816
CCC_2014B,24.0,credits_other_band,"[0, 1)",0.5260869565217391
CCC_2014B,24.0,credits_other_band,"[1, 60)",0.49256505576208176
CCC_2014B,25.0,credits_other_band,"[0, 1)",0.4759825327510917
CCC_2014B,25.0,credits_other_band,"[1, 60)",0.4747663551401869
CCC_2014B,26.0,credits_other_band,"[0, 1)",0.5242290748898678
CCC_2014B,26.0,credits_other_band,"[1, 60)",0.4772727272727273
CCC_2014B,27.0,credits_other_band,"[0, 1)",0.6311111111111111
CCC_2014B,27.0,credits_other_band,"[1, 60)",0.5570342205323194
CCC_2014B,28.0,credits_other_band,"[0, 1)",0.6964285714285714
CCC_2014B,28.0,credits_other_band,"[1, 60)",0.6424474187380497
CCC_2014B,29.0,credits_other_band,"[0, 1)",0.7040358744394619
CCC_2014B,29.0,credits_other_band,"[1, 60)",0.649325626204239
CCC_2014B,30.0,credits_other_band,"[0, 1)",0.5701357466063348
CCC_2014B,30.0,credits_other_band,"[1, 60)",0.517578125
CCC_2014B,31.0,credits_other_band,"[0, 1)",0.5205479452054794
CCC_2014B,31.0,credits_other_band,"[1, 60)",0.47326732673267324
CCC_2014B,32.0,credits_other_band,"[0, 1)",0.7050691244239631
CCC_2014B,32.0,credits_other_band,"[1, 60)",0.6680080482897385
CCC_2014B,33.0,credits_other_band,"[0, 1)",0.4861111111111111
CCC_2014B,33.0,credits_other_band,"[1, 60)",0.40973630831643004
CCC_2014B,34.0,credits_other_band,"[0, 1)",0.3287037037037037
CCC_2014B,34.0,credits_other_band,"[1, 60)",0.26774847870182555
CCC_2014J,0.0,gender,F,0.8240418118466899
CCC_2014J,0.0,gender,M,0.7825574543311726
CCC_2014J,1.0,gender,F,0.8042328042328042
CCC_2014J,1.0,gender,M,0.7997630331753555
CCC_2014J,2.0,gender,F,0.9693486590038314
CCC_2014J,2.0,gender,M,0.949228791773779
CCC_2014J,3.0,gender,F,0.8252427184466019
CCC_2014J,3.0,gender,M,0.811443433029909
CCC_2014J,4.0,gender,F,0.90625
CCC_2014J,4.0,gender,M,0.9051724137931034
