mod_pres,week,dataplus,forumng,glossary,homepage,oucollaborate,oucontent,resource,subpage,url,ouelluminate,quiz,sharedsubpage,questionnaire,page,externalquiz,ouwiki,dualpane,folder,repeatactivity,htmlactivity
AAA_2014J,20.0,0.09174311926605505,0.3241590214067278,0.0061162079510703364,0.6636085626911316,,0.5596330275229358,0.09785932721712538,0.41896024464831805,0.19877675840978593,,,,,,,,,,,
AAA_2014J,21.0,0.09538461538461539,0.3384615384615385,0.006153846153846154,0.6646153846153846,0.003076923076923077,0.5723076923076923,0.1076923076923077,0.47384615384615386,0.2153846153846154,,,,,,,,,,,
AAA_2014J,22.0,0.07716049382716049,0.345679012345679,0.006172839506172839,0.7160493827160493,0.021604938271604937,0.6141975308641975,0.11419753086419752,0.5246913580246914,0.2623456790123457,,,,,,,,,,,
AAA_2014J,23.0,0.058823529411764705,0.4674922600619195,0.006191950464396285,0.8390092879256966,,0.7523219814241486,0.1393188854489164,0.6656346749226006,0.4086687306501548,,,,,,,,,,,
AAA_2014J,24.0,0.025078369905956112,0.31974921630094044,0.009404388714733543,0.7178683385579937,,0.5862068965517241,0.10658307210031348,0.5015673981191222,0.27899686520376177,,,,,,,,,,,
AAA_2014J,25.0,0.022151898734177215,0.3227848101265823,0.0031645569620253164,0.6772151898734177,0.0031645569620253164,0.5791139240506329,0.13291139240506328,0.4177215189873418,0.1518987341772152,,,,,,,,,,,
AAA_2014J,26.0,0.025477707006369428,0.28662420382165604,,0.6687898089171974,0.0031847133757961785,0.49363057324840764,0.13694267515923567,0.3821656050955414,0.15605095541401273,,,,,,,,,,,
AAA_2014J,27.0,0.009584664536741214,0.34185303514376997,,0.6325878594249201,,0.5143769968051118,0.09584664536741214,0.40894568690095845,0.1757188498402556,,,,,,,,,,,
AAA_2014J,28.0,0.009584664536741214,0.33865814696485624,,0.6517571884984026,0.009584664536741214,0.5015974440894568,0.08626198083067092,0.4057507987220447,0.2268370607028754,,,,,,,,,,,
AAA_2014J,29.0,0.00641025641025641,0.44871794871794873,,0.7403846153846154,0.019230769230769232,0.5993589743589743,0.13782051282051283,0.5673076923076923,0.3173076923076923,,,,,,,,,,,
AAA_2014J,30.0,0.00964630225080386,0.4855305466237942,0.003215434083601286,0.8585209003215434,0.012861736334405145,0.7331189710610932,0.5048231511254019,0.7620578778135049,0.42765273311897106,,,,,,,,,,,
AAA_2014J,31.0,0.00967741935483871,0.4870967741935484,0.0032258064516129032,0.6903225806451613,0.0032258064516129032,0.4935483870967742,0.4,0.4967741935483871,0.11290322580645161,,,,,,,,,,,
AAA_2014J,32.0,0.012903225806451613,0.47419354838709676,0.0064516129032258064,0.7322580645161291,0.01935483870967742,0.49032258064516127,0.3870967741935484,0.4967741935483871,0.1032258064516129,,,,,,,,,,,
AAA_2014J,33.0,0.029605263157894735,0.4440789473684211,,0.6973684210526315,0.009868421052631578,0.47368421052631576,0.3684210526315789,0.4473684210526316,0.09210526315789473,,,,,,,,,,,
AAA_2014J,34.0,0.013245033112582781,0.5794701986754967,0.009933774834437087,0.8211920529801324,0.009933774834437087,0.5562913907284768,0.49337748344370863,0.5927152317880795,0.07947019867549669,,,,,,,,,,,
AAA_2014J,35.0,0.0033444816053511705,0.2976588628762542,,0.41471571906354515,,0.016722408026755852,0.046822742474916385,0.07023411371237458,0.020066889632107024,,,,,,,,,,,
AAA_2014J,36.0,,0.14046822742474915,,0.31438127090301005,,0.013377926421404682,0.03678929765886288,0.043478260869565216,,,,,,,,,,,,
AAA_2014J,37.0,,0.1605351170568562,,0.34448160535117056,,0.0033444816053511705,0.016722408026755852,0.033444816053511704,0.006688963210702341,,,,,,,,,,,
AAA_2014J,38.0,,0.08695652173913043,,0.25418060200668896,,0.0033444816053511705,0.013377926421404682,0.020066889632107024,0.006688963210702341,,,,,,,,,,,
BBB_2013B,0.0,,0.6230110159118727,0.07588739290085679,0.7417380660954712,,0.21725826193390452,0.5495716034271726,0.6474908200734394,0.5642594859241126,0.05752753977968176,0.07649938800489596,0.0030599755201958386,,,,,,,,
BBB_2013B,1.0,,0.6204559457794209,0.04682686383240912,0.7196549599507086,,0.041281577325939615,0.4614910659272951,0.5539125077017868,0.45286506469500926,0.04313000616142945,0.06223043746149107,0.0061614294516327784,,,,,,,,
BBB_2013B,2.0,,0.7677459526774595,0.06537982565379825,0.8169364881693649,,0.011830635118306352,0.4589041095890411,0.6133250311332503,0.5031133250311333,0.0323785803237858,0.1232876712328767,0.00560398505603985,,,,,,,,
BBB_2013B,3.0,,0.5887147335423197,0.026332288401253918,0.7115987460815048,,0.0018808777429467085,0.31724137931034485,0.4031347962382445,0.2620689655172414,0.020689655172413793,0.12413793103448276,0.0012539184952978057,,,,,,,,
BBB_2013B,4.0,,0.5931981687377371,0.02354480052321779,0.7285807717462394,,0.003924133420536298,0.30739045127534337,0.4159581425768476,0.2354480052321779,0.02289077828646174,0.44408109875735774,0.0013080444735120995,,,,,,,,
BBB_2013B,5.0,,0.5497692814765985,0.023071852340145024,0.6789716545814107,,0.0006591957811470006,0.24060646011865525,0.36387607119314436,0.23335530652603823,0.01977587343441002,0.2946605141727093,,,,,,,,,
BBB_2013B,6.0,,0.6312292358803987,0.03388704318936877,0.7661129568106312,,0.000664451827242525,0.2857142857142857,0.4504983388704319,0.27308970099667773,0.02524916943521595,0.3295681063122924,0.00132890365448505,,,,,,,,
BBB_2013B,7.0,,0.5951417004048583,0.01417004048582996,0.7024291497975709,,,0.21727395411605938,0.33063427800269907,0.12887989203778677,0.020917678812415654,0.35964912280701755,0.0006747638326585695,,,,,,,,
BBB_2013B,8.0,,0.49115646258503404,0.003401360544217687,0.6095238095238096,,,0.1523809523809524,0.22925170068027212,0.06802721088435375,0.01020408163265306,0.19727891156462585,0.0013605442176870747,,,,,,,,
BBB_2013B,9.0,,0.494475138121547,0.004143646408839779,0.606353591160221,,0.0006906077348066298,0.16091160220994474,0.23066298342541436,0.07113259668508287,0.008287292817679558,0.09323204419889503,0.0006906077348066298,,,,,,,,
BBB_2013B,10.0,,0.4576976421636616,0.0062413314840499305,0.5804438280166435,,,0.14771151178918168,0.21705963938973646,0.09361997226074896,0.010402219140083218,0.2843273231622746,,,,,,,,,
BBB_2013B,11.0,,0.4881450488145049,0.015341701534170154,0.6129707112970711,,,0.14853556485355648,0.2405857740585774,0.09344490934449093,0.00906555090655509,0.27824267782426776,,,,,,,,,
BBB_2013B,12.0,,0.5450070323488045,0.015471167369901548,0.7362869198312236,,,0.19198312236286919,0.3319268635724332,0.1350210970464135,0.012658227848101266,0.4353023909985935,,,,,,,,,
BBB_2013B,13.0,,0.4326241134751773,0.0070921985815602835,0.5631205673758866,,0.0007092198581560284,0.13900709219858157,0.19645390070921986,0.09007092198581561,0.007801418439716312,0.12482269503546099,0.0007092198581560284,,,,,,,,
BBB_2013B,14.0,,0.42368045649072755,0.006419400855920114,0.5663338088445078,,,0.12838801711840228,0.20756062767475036,0.0898716119828816,0.006419400855920114,0.17760342368045648,,,,,,,,,
BBB_2013B,15.0,,0.3646131805157593,0.0028653295128939827,0.5064469914040115,,,0.09598853868194843,0.16189111747851004,0.10386819484240688,0.0028653295128939827,0.14756446991404013,0.0007163323782234957,,,,,,,,
BBB_2013B,16.0,,0.35812274368231045,0.0036101083032490976,0.5083032490974729,,,0.09675090252707581,0.17545126353790613,0.1220216606498195,0.004332129963898917,0.20216606498194944,0.0007220216606498195,,,,,,,,
BBB_2013B,17.0,,0.44782608695652176,0.008695652173913044,0.6710144927536232,,,0.17028985507246377,0.26956521739130435,0.13478260869565217,0.008695652173913044,0.4311594202898551,0.002173913043478261,,,,,,,,
BBB_2013B,18.0,,0.3806734992679356,0.005124450951683748,0.5534407027818448,,,0.14348462664714495,0.18814055636896046,0.07613469985358712,0.00951683748169839,0.07101024890190337,,,,,,,,,
BBB_2013B,19.0,,0.33186490455212925,0.003671071953010279,0.4955947136563877,,0.0007342143906020558,0.14243759177679882,0.19309838472834068,0.06461086637298091,0.002936857562408223,0.14317180616740088,0.0007342143906020558,,,,,,,,
BBB_2013B,20.0,,0.3168389955686854,0.0022156573116691287,0.465288035450517,,0.0014771048744460858,0.15805022156573117,0.20310192023633677,0.056129985228951254,0.0051698670605613,0.15140324963072377,0.003692762186115214,,,,,,,,
BBB_2013B,21.0,,0.31625835189309576,0.005196733481811433,0.47141796585003715,,,0.16778025241276912,0.22048997772828507,0.053452115812917596,0.003711952487008166,0.17965850037119524,0.0007423904974016332,,,,,,,,
BBB_2013B,22.0,,0.4332587621178225,0.006711409395973154,0.6711409395973155,,,0.36465324384787473,0.4451901565995526,0.11036539895600299,0.006711409395973154,0.4250559284116331,,,,,,,,,
BBB_2013B,23.0,,0.3048048048048048,0.006006006006006006,0.49099099099099097,,0.0007507507507507507,0.1539039039039039,0.2222222222222222,0.10510510510510511,0.006756756756756757,0.12162162162162163,,,,,,,,,
BBB_2013B,24.0,,0.3106060606060606,0.0022727272727272726,0.4734848484848485,,,0.1143939393939394,0.19924242424242425,0.10378787878787879,0.005303030303030303,0.1431818181818182,0.0007575757575757576,,,,,,,,
BBB_2013B,25.0,,0.31911652703731913,0.002284843869002285,0.4821020563594821,,,0.12261995430312261,0.1964965727341965,0.09672505712109672,0.0030464584920030465,0.19954303122619954,,,,,,,,,
BBB_2013B,26.0,,0.3761467889908257,0.010703363914373088,0.6123853211009175,,,0.191131498470948,0.28287461773700306,0.12614678899082568,0.0045871559633027525,0.4166666666666667,0.0007645259938837921,,,,,,,,
BBB_2013B,27.0,,0.31047765793528503,0.004622496147919877,0.4406779661016949,,,0.12018489984591679,0.1386748844375963,0.06933744221879815,0.0030816640986132513,0.040061633281972264,,,,,,,,,
BBB_2013B,28.0,,0.28803088803088805,0.003088803088803089,0.4200772200772201,,,0.13436293436293437,0.15752895752895754,0.07335907335907337,0.005405405405405406,0.003861003861003861,,,,,,,,,
BBB_2013B,29.0,,0.2796281951975213,0.010844306738962044,0.36793183578621225,,,0.12703330751355538,0.1402013942680093,0.053446940356312936,0.006971340046475601,0.005422153369481022,,,,,,,,,
BBB_2013B,30.0,,0.31015625,0.00703125,0.41640625,,0.00078125,0.178125,0.20703125,0.07421875,0.0078125,0.0046875,,,,,,,,,
BBB_2013B,31.0,,0.36684996072270226,0.015710919088766692,0.4673998428908091,,,0.22309505106048705,0.2655145326001571,0.09819324430479183,0.012568735271013355,0.0007855459544383347,,,,,,,,,
BBB_2013B,32.0,,0.4564873417721519,0.00949367088607595,0.5767405063291139,,,0.20569620253164558,0.23734177215189872,0.08386075949367089,0.007120253164556962,0.003955696202531646,0.0007911392405063291,,,,,,,,
BBB_2013B,33.0,,0.24821570182394925,0.0007930214115781126,0.3283108643933386,,,0.011895321173671689,0.017446471054718478,0.00951625693893735,0.0023790642347343376,,,,,,,,,,
BBB_2013B,34.0,,0.11498810467882632,,0.16494845360824742,,,0.0031720856463124504,0.007137192704203013,0.0015860428231562252,0.0007930214115781126,,,,,,,,,,
BBB_2013J,0.0,,0.5440552016985138,0.06369426751592357,0.7048832271762208,0.049893842887473464,0.25955414012738853,0.4830148619957537,0.5859872611464968,0.5180467091295117,,0.06050955414012739,0.0037154989384288748,,,,,,,,
BBB_2013J,1.0,,0.5515766969535008,0.04168893639764832,0.694815606627472,0.03687867450561197,0.13201496525921966,0.3997862105825762,0.5152324959914484,0.4484233030464992,,0.06146445750935329,0.003206841261357563,,,,,,,,
BBB_2013J,2.0,,0.6144708423326134,0.05183585313174946,0.7931965442764579,0.03995680345572354,0.199244060475162,0.3623110151187905,0.5421166306695464,0.4956803455723542,,0.10475161987041037,0.003779697624190065,,,,,,,,
BBB_2013J,3.0,,0.4714207947740882,0.021774632553075667,0.6755579749591726,0.021230266739248774,0.029940119760479042,0.23407729994556342,0.3385955362003266,0.2542188350571584,,0.08927599346761024,0.002177463255307567,,,,,,,,
BBB_2013J,4.0,,0.4841875681570338,0.019629225736095966,0.6902944383860414,0.012540894220283533,0.03489640130861505,0.2415485278080698,0.3680479825517993,0.2808069792802617,,0.4176663031624864,0.0021810250817884407,,,,,,,,
BBB_2013J,5.0,,0.4596818431157433,0.024136039495337356,0.6374108612177729,0.023587493143170598,0.03455842018650576,0.20460778935820076,0.3181568842567197,0.29402084476138235,,0.27207899067471203,0.0005485463521667581,,,,,,,,
BBB_2013J,6.0,,0.525207756232687,0.03434903047091413,0.7523545706371191,0.021052631578947368,0.09418282548476455,0.2692520775623269,0.41440443213296396,0.37229916897506926,,0.30581717451523543,0.0016620498614958448,,,,,,,,
BBB_2013J,7.0,,0.5217877094972067,0.012849162011173185,0.7083798882681565,0.010614525139664804,0.03240223463687151,0.21843575418994413,0.3094972067039106,0.21731843575418994,,0.46368715083798884,,,,,,,,,
BBB_2013J,8.0,,0.4549019607843137,0.004481792717086834,0.5787114845938376,0.00784313725490196,0.012324929971988795,0.13949579831932774,0.19607843137254902,0.16750700280112044,,0.09467787114845938,0.0011204481792717086,,,,,,,,
BBB_2013J,9.0,,0.3728908886389201,0.0044994375703037125,0.4876265466816648,0.00843644544431946,0.010123734533183352,0.10179977502812149,0.15016872890888638,0.15748031496062992,,0.17716535433070865,,,,,,,,,
BBB_2013J,10.0,,0.3059954751131222,0.007918552036199095,0.41798642533936653,0.008484162895927601,0.023755656108597284,0.08710407239819004,0.1244343891402715,0.1340497737556561,,0.13122171945701358,,,,,,,,,
BBB_2013J,11.0,,0.21477272727272728,0.0022727272727272726,0.3079545454545455,0.002840909090909091,0.011363636363636364,0.05454545454545454,0.07784090909090909,0.09090909090909091,,0.08352272727272728,,,,,,,,,
BBB_2013J,12.0,,0.36125356125356123,0.006837606837606838,0.5168091168091168,0.003988603988603989,0.041025641025641026,0.12307692307692308,0.17264957264957265,0.18803418803418803,,0.19316239316239317,0.0005698005698005698,,,,,,,,
BBB_2013J,13.0,,0.4765177548682703,0.020618556701030927,0.722794959908362,0.02577319587628866,0.11683848797250859,0.18957617411225658,0.3218785796105384,0.31557846506300113,,0.47079037800687284,,,,,,,,,
BBB_2013J,14.0,,0.40635838150289016,0.009248554913294798,0.5832369942196531,0.010982658959537572,0.03121387283236994,0.14797687861271677,0.20289017341040463,0.2138728323699422,,0.19421965317919074,0.0005780346820809249,,,,,,,,
BBB_2013J,15.0,,0.37828371278458844,0.002335084646818447,0.5545826036193812,0.0099241097489784,0.02568593111500292,0.1190893169877408,0.16170461179217746,0.2119089316987741,,0.1628721541155867,,,,,,,,,
BBB_2013J,16.0,,0.3202115158636898,0.0017626321974148062,0.4782608695652174,0.008225616921269096,0.018213866039952998,0.10752056404230317,0.1398354876615746,0.20152761457109283,,0.14864864864864866,0.0005875440658049354,,,,,,,,
BBB_2013J,17.0,,0.3599290780141844,0.0070921985815602835,0.5460992907801419,0.009456264775413711,0.037825059101654845,0.1182033096926714,0.1743498817966903,0.2281323877068558,,0.2186761229314421,,,,,,,,,
BBB_2013J,18.0,,0.3887240356083086,0.011869436201780416,0.6902077151335312,0.010682492581602374,0.09851632047477744,0.1566765578635015,0.256973293768546,0.2783382789317507,,0.4937685459940653,0.0005934718100890207,,,,,,,,
BBB_2013J,19.0,,0.30292188431723316,0.00655933214072749,0.5002981514609421,0.008348240906380441,0.05605247465712582,0.12283840190816935,0.1687537268932618,0.16636851520572452,,0.07334525939177101,,,,,,,,,
BBB_2013J,20.0,,0.28879568603954464,0.004793289394847214,0.4787297783103655,0.004793289394847214,0.061713600958657876,0.09706411024565609,0.14919113241461954,0.16596764529658478,,0.13001797483523067,,,,,,,,,
BBB_2013J,21.0,,0.28760529482551145,0.0018050541516245488,0.4915764139590854,0.006016847172081829,0.12876052948255115,0.10168471720818291,0.16365824308062576,0.1901323706377858,,0.13898916967509026,,,,,,,,,
BBB_2013J,22.0,,0.3129909365558912,0.005438066465256798,0.5196374622356495,0.011480362537764351,0.2664652567975831,0.14138972809667674,0.22598187311178247,0.2054380664652568,,0.18670694864048337,,,,,,,,,
BBB_2013J,23.0,,0.40437158469945356,0.009107468123861567,0.7049180327868853,0.012750455373406194,0.4632665452337584,0.21797207043108682,0.424408014571949,0.2859744990892532,,0.49666059502125076,0.0006071645415907711,,,,,,,,
